id,date,airport_code,airport_name,airport_province,location,region,latitude,longitude,incident_type,reportable_incident,incident_country,serious_incident,damage,total_injured,total_uninjured,aircraft_id,aircraft_type,aircraft_model,aircraft_make,organization,operator_type,operation_type,destination_airport_code,destination_airport_name,departure_airport_code,departure_airport_name
155160,2021-09-27 19:35:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,141,132460,AEROPLANE,BD-500-1A11 (A220-300),AIRBUS CANADA LIMITED PARTNERSHIP,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YYT,ST. JOHN'S INTL
155157,2021-09-19 00:10:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,129639,HELICOPTER,BK 117,MESSERSCHMITT-BOLKOW-BLOHM (MBB),Shock Trauma Air Rescue Service (STARS),COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,JE7,ASHERN,YWG,James Armstrong Richardson Intl
155154,2021-09-22 12:00:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,220,129512,AEROPLANE,737-700,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YUL,Pierre Elliott Trudeau Intl
155152,2021-09-18 13:00:00,YXE,John G. Diefenbaker Intl,SASKATCHEWAN,Saskatoon,CENTRAL,52.17083333,106.7,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,46,132509,AEROPLANE,PA-28-140,PIPER,MILLENNIUM AVIATION,COMMERCIAL,TRAINING,YXE,John G. Diefenbaker Intl,YXE,John G. Diefenbaker Intl
155151,2021-09-25 07:28:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,27,129935,AEROPLANE,DHC-8-400,BOMBARDIER,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YQU,GRANDE PRAIRIE
155149,2021-09-24 18:40:00,YAH,LA GRANDE-4,QUEBEC,LA GRANDE-4,QUEBEC,53.75,73.68333333,DEPRESSURIZATION (vii),INCIDENT REPORTABLE,CANADA,No,NONE,0,19,119249,AEROPLANE,B200,BEECH,KEEWATIN AIR,COMMERCIAL,AIR TRANSPORT,YGL,LA GRANDE RIVIÈRE,YOW,MacDonald-Cartier Intl
155148,2021-09-24 19:15:00,SD4,MONT-LAURIER,QUEBEC,MONT-LAURIER,QUEBEC,46.56666667,75.58333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,2,0,132452,AEROPLANE,PA-18S,PIPER,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YPP,PARENT,SD4,MONT-LAURIER
155143,2021-09-22 13:06:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,38,131197,AEROPLANE,DHC-8-402,De Havilland Aircraft of Canada,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YQR,Regina Intl,YYC,Calgary Intl
155141,2021-09-22 16:35:00,YYH,TALOYOAK,NUNAVUT,TALOYOAK,CENTRAL,69.54666667,93.57694444,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,No,NONE,0,14,132447,AEROPLANE,ATR 42-500,ATR,CANADIAN NORTH INC,COMMERCIAL,AIR TRANSPORT,YYH,TALOYOAK,YCB,CAMBRIDGE BAY
155138,2021-09-12 21:09:00,YZV,SEPT-ÎLES,QUEBEC,SEPT-ÎLES,QUEBEC,50.22333333,66.26555556,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,Yes,MINOR,0,2,132448,AEROPLANE,PC-12/47E,PILATUS,Airmedic Inc,COMMERCIAL,AIR TRANSPORT,YZV,SEPT-ÎLES,YQB,Jean Lesage Intl
155134,2021-09-21 17:33:00,YYJ,Victoria Intl,BRITISH COLUMBIA,Victoria,PACIFIC,48.64722222,123.42583333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,43,130682,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYJ,Victoria Intl,YVR,Vancouver Intl
155132,2021-09-21 20:45:00,YQX,GANDER INTL,NEWFOUNDLAND AND LABRADOR,GANDER,ATLANTIC,48.93694444,54.56805556,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,100462,AEROPLANE,152,CESSNA,GANDER FLIGHT TRAINING,COMMERCIAL,TRAINING,YQX,GANDER INTL,YQX,GANDER INTL
155131,2021-09-12 01:20:00,YGL,LA GRANDE RIVIÈRE,QUEBEC,LA GRANDE RIVIÈRE,QUEBEC,53.625277777777775,77.70416666666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,7,129678,AEROPLANE,PC-12/47E,PILATUS,Airmedic Inc,COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,YVO,VAL-D'OR,YGW,KUUJJUARAPIK
155130,2021-09-20 21:03:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,74,130821,AEROPLANE,A320,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YXJ,FORT ST. JOHN
155127,2021-09-16 17:30:00,AP3,SECHELT,BRITISH COLUMBIA,SECHELT,PACIFIC,49.46055556,123.71861111,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,132445,AEROPLANE,172M,CESSNA,Insignia College,COMMERCIAL,TRAINING,ZBB,BOUNDARY BAY,ZBB,BOUNDARY BAY
155126,2021-09-17 17:13:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,124,99104,AEROPLANE,A320-200,AIRBUS,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YXT,TERRACE
155124,2021-09-07 17:15:00,YHZ,Stanfield Intl,NOVA SCOTIA,Halifax,ATLANTIC,44.87972222222223,63.51027777777777,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,79,129556,AEROPLANE,DHC-8-400,BOMBARDIER,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YOW,MacDonald-Cartier Intl,YHZ,Stanfield Intl
155118,2021-09-16 15:00:00,PE6,SUNDRIDGE,ONTARIO,SOUTH RIVER,ONTARIO,45.81666667,79.33333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,2,0,132444,AEROPLANE,M-20 J,MOONEY,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,PE6,SUNDRIDGE,YKZ,Buttonville Municipal
155116,2021-09-14 17:30:00,YGL,LA GRANDE RIVIÈRE,QUEBEC,LA GRANDE RIVIÈRE,QUEBEC,55.42554722,75.86931944,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,40614,AEROPLANE,737-200,BOEING,AIR INUIT (1985),COMMERCIAL,AIR TRANSPORT,YPX,PUVIRNITUQ,YGL,LA GRANDE RIVIÈRE
155102,2021-09-12 23:00:00,FB6,JOSEPHBURG,ALBERTA,EDMONTON,WESTERN,53.72805556,113.08722222,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,2,84184,AEROPLANE,182A,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,FB6,JOSEPHBURG,ES4,WESTLOCK
155101,2021-09-11 08:45:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,59,130331,AEROPLANE,DHC-8-400,BOMBARDIER,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YQQ,COMOX
155099,2021-09-10 15:40:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,31,129404,AEROPLANE,ATR 42-300,ATR,CALM AIR,COMMERCIAL,AIR TRANSPORT,JJ7,CHURCHILL,YWG,James Armstrong Richardson Intl
155097,2021-09-12 21:10:00,YWG,James Armstrong Richardson Intl,MANITOBA,Winnipeg,CENTRAL,49.91,97.24,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,129639,HELICOPTER,BK 117,MESSERSCHMITT-BOLKOW-BLOHM (MBB),Shock Trauma Air Rescue Service (STARS),COMMERCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,YWG,James Armstrong Richardson Intl,YWG,James Armstrong Richardson Intl
155090,2021-09-09 12:40:00,FN7,SUNDRE,ALBERTA,SUNDRE,WESTERN,51.77472222,114.68083333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,132431,AEROPLANE,23,BEECH,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,FN7,SUNDRE,FN7,SUNDRE
155089,2021-09-07 16:30:00,YVP,KUUJJUAQ,QUEBEC,KUUJJUAQ,QUEBEC,58.095,68.42222222,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,24,124710,AEROPLANE,DHC-8-300,DE HAVILLAND,AIR INUIT,COMMERCIAL,AIR TRANSPORT,YVP,KUUJJUAQ,YQB,Jean Lesage Intl
155088,2021-09-04 23:20:00,YND,OTTAWA/GATINEAU,QUEBEC,GATINEAU,QUEBEC,45.48983333,75.60333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,No,MINOR,2,1,132430,BALLOON,SBA90,SUNDANCE BALLOONS,Gatineau Hot Air Balloon Festival Inc.,PRIVATE,PLEASURE/TRAVEL,YND,OTTAWA/GATINEAU,YND,OTTAWA/GATINEAU
155087,2021-09-06 13:42:00,YXY,Erik Nielsen Intl,YUKON,Whitehorse,WESTERN,60.70944444444445,135.06722222222223,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,125,120565,AEROPLANE,737-500,BOEING,AIR NORTH,COMMERCIAL,AIR TRANSPORT,YXY,Erik Nielsen Intl,YYC,Calgary Intl
155084,2021-09-04 10:56:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,138,132419,AEROPLANE,737-800,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YYC,Calgary Intl
155083,2021-08-27 15:30:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,26,132432,AEROPLANE,DHC-8-103,De Havilland Aircraft of Canada,Aspire Airlines Inc.,COMMERCIAL,AIR TRANSPORT,BN4,MASSET,YVR,Vancouver Intl
155082,2021-09-04 13:49:00,YRP,Ottawa/Carp,ONTARIO,Carp,ONTARIO,45.3225,76.02222222,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,132424,ADVANCED ULTRALIGHT,CHALLENGER II,QUAD CITY ULTRALIGHT AIRCRAFT,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YRP,Ottawa/Carp,YRP,Ottawa/Carp
155075,2021-09-02 13:38:00,YZT,PORT HARDY,BRITISH COLUMBIA,PORT HARDY,PACIFIC,50.92616389,126.21808333,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,1,36735,AEROPLANE,185,CESSNA,Wilderness Seaplanes Ltd.,COMMERCIAL,AIR TRANSPORT,YZT,PORT HARDY,YZT,PORT HARDY
155070,2021-09-01 12:40:00,YNJ,Regional,BRITISH COLUMBIA,Langley,PACIFIC,49.10083333,122.63083333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,2,0,40882,AEROPLANE,152,CESSNA,SKYQUEST AVIATION,COMMERCIAL,TRAINING,YNJ,Regional,YNJ,Regional
155068,2021-08-31 10:21:00,YZH,Slave Lake,ALBERTA,Slave Lake,WESTERN,55.48351111,114.68360556,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,85193,AEROPLANE,M-20 C,MOONEY,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YXE,John G. Diefenbaker Intl,FN5,La Crete
155067,2021-08-31 12:34:00,YTN,TRENTON,ONTARIO,TRENTON,ONTARIO,44.11888889,77.52805556,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,150,129754,AEROPLANE,787-8,BOEING,AIR CANADA,COMMERCIAL,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,YYZ,Lester B. Pearson Intl
155066,2021-08-30 20:10:00,YYZ,Lester B. Pearson Intl,ONTARIO,Toronto,ONTARIO,43.676666666666655,79.63055555555555,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,175,132419,AEROPLANE,737-800,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YYZ,Lester B. Pearson Intl,YVR,Vancouver Intl
155063,2021-08-25 12:55:00,YHR,CHEVERY,QUEBEC,CHEVERY,QUEBEC,50.46666667,59.63333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,18,130244,AEROPLANE,1900D,BEECH,SKYJET AVIATION,COMMERCIAL,AIR TRANSPORT,TT5,LA ROMAINE,YHR,CHEVERY
155062,2021-08-30 11:10:00,ES4,WESTLOCK,ALBERTA,WESTLOCK,WESTERN,54.14222222,113.74083333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,132415,BASIC ULTRALIGHT,S-5,Aero 360 Latina Itali,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,ES4,WESTLOCK,ES4,WESTLOCK
155061,2021-08-28 11:00:00,YHM,HAMILTON,ONTARIO,HAMILTON,ONTARIO,43.25611667,79.75665,ENGINE (i),INCIDENT REPORTABLE,CANADA,Yes,MINOR,0,1,132414,ADVANCED ULTRALIGHT,CHALLENGER II,QUAD CITY ULTRALIGHT AIRCRAFT,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,ZBA,BURLINGTON EXECUTIVE,ZBA,BURLINGTON EXECUTIVE
155060,2021-08-27 14:08:00,YYT,ST. JOHN'S INTL,NEWFOUNDLAND AND LABRADOR,ST. JOHN'S,ATLANTIC,47.61861111,52.7525,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,6,132412,AEROPLANE,PC-12/45,PILATUS,CHRONO AVIATION INC.,COMMERCIAL,AIR TRANSPORT,YUL,Pierre Elliott Trudeau Intl,YYT,ST. JOHN'S INTL
155059,2021-08-27 21:43:00,KE6,THUNDER BAY,ONTARIO,THUNDER BAY,CENTRAL,48.235,88.78472222,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,177,131103,AEROPLANE,737 MAX 8,BOEING,WESTJET,COMMERCIAL,AIR TRANSPORT,YVR,Vancouver Intl,YYZ,Lester B. Pearson Intl
155057,2021-08-25 15:43:00,YPS,PEMBERTON,BRITISH COLUMBIA,PEMBERTON,PACIFIC,50.3325,122.765,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,1,0,132408,BASIC ULTRALIGHT,1ET EGO TRIKE,Ultralight Design SRO,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YPS,PEMBERTON,YPS,PEMBERTON
155053,2021-08-25 22:20:00,YYC,Calgary Intl,ALBERTA,Calgary,WESTERN,51.1225,114.01333333,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,130735,AEROPLANE,DHC-8-400,BOMBARDIER,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YXX,ABBOTSFORD
155052,2021-08-26 21:00:00,YKF,KITCHENER/WATERLOO,ONTARIO,KITCHENER,ONTARIO,43.46083333,80.37861111,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,2,90086,AEROPLANE,PA-44,PIPER,WATERLOO-WELLINGTON FLYING CLUB,COMMERCIAL,TRAINING,YKF,KITCHENER/WATERLOO,YKF,KITCHENER/WATERLOO
155051,2021-08-25 12:07:00,YXJ,FORT ST. JOHN,BRITISH COLUMBIA,FORT ST. JOHN,WESTERN,56.23833333,120.74027778,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,43241,AEROPLANE,170B,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,TRAINING,ER9,FORT NELSON (PARKER LAKE),YXJ,FORT ST. JOHN
155047,2021-08-24 16:45:00,YEG,Edmonton Intl,ALBERTA,Edmonton,WESTERN,53.31,113.57944444444443,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,3,131156,AEROPLANE,BD-100-1A10 (CHALLENGER 300),BOMBARDIER,SUNWEST AVIATION LTD.,COMMERCIAL,AIR TRANSPORT,YYC,Calgary Intl,YEG,Edmonton Intl
155044,2021-08-22 09:30:00,YYG,CHARLOTTETOWN,PRINCE EDWARD ISLAND,CHARLOTTETOWN,ATLANTIC,46.28916667,63.11916667,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,MINOR,0,77,131251,AEROPLANE,170-200 SU,EMBRAER,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YYG,CHARLOTTETOWN,YUL,Pierre Elliott Trudeau Intl
155042,2021-08-20 10:30:00,YQX,GANDER INTL,NEWFOUNDLAND AND LABRADOR,GANDER,ATLANTIC,48.93694444,54.56805556,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,132403,AEROPLANE,B200,BEECH,PROVINCIAL AEROSPACE,COMMERCIAL,INSPECTION,YAY,ST. ANTHONY,YYT,ST. JOHN'S INTL
155039,2021-08-24 18:07:00,YPA,(Glass Field),SASKATCHEWAN,Prince Albert,CENTRAL,53.87124444,105.03468056,ENGINE (i),INCIDENT REPORTABLE,CANADA,No,NONE,0,3,132400,AEROPLANE,310 R,CESSNA,MITCHINSON FLYING SERVICE,COMMERCIAL,AIR TRANSPORT,YYL,LYNN LAKE,YXE,John G. Diefenbaker Intl
155037,2021-08-20 20:41:00,YVR,Vancouver Intl,BRITISH COLUMBIA,Vancouver,PACIFIC,49.19472222,123.18388889,SMOKE OR FIRE (iii),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,132405,AEROPLANE,1900D,BEECH,ALKAN AIR,COMMERCIAL,AIR TRANSPORT,YCD,NANAIMO,YVR,Vancouver Intl
155035,2021-07-10 17:10:00,YXC,Canadian Rockies Intl,BRITISH COLUMBIA,Cranbrook,PACIFIC,49.184,114.474,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,1,132406,ADVANCED ULTRALIGHT,REBEL,MURPHY,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,YXC,Canadian Rockies Intl,YXC,Canadian Rockies Intl
155034,2021-08-15 17:25:00,YLW,KELOWNA,BRITISH COLUMBIA,KELOWNA,PACIFIC,50.34633333,119.402825,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,14,96059,AEROPLANE,1900D,BEECH,CENTRAL MOUNTAIN AIR,COMMERCIAL,AIR TRANSPORT,YLW,KELOWNA,YXS,PRINCE GEORGE
155033,2021-08-15 16:45:00,YLW,KELOWNA,BRITISH COLUMBIA,KELOWNA,PACIFIC,50.31398611,119.48361944,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,42,124866,AEROPLANE,DHC-8-400,DE HAVILLAND,JAZZ AVIATION LP,COMMERCIAL,AIR TRANSPORT,YLW,KELOWNA,YVR,Vancouver Intl
155032,2021-08-15 15:50:00,YLW,KELOWNA,BRITISH COLUMBIA,KELOWNA,PACIFIC,50.35549722,119.4474,DIFFICULT TO CONTROL (iv),INCIDENT REPORTABLE,CANADA,No,NONE,0,50,129260,AEROPLANE,DHC-8-400,DE HAVILLAND,WESTJET ENCORE,COMMERCIAL,AIR TRANSPORT,YLW,KELOWNA,YVR,Vancouver Intl
155031,2021-08-21 16:15:00,EG4,DRUMHELLER MUNI,ALBERTA,DRUMHELLER,WESTERN,51.5,112.75,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,42147,AEROPLANE,180K,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,EZ3,Edmonton/Cooking Lake,EG4,DRUMHELLER MUNI
155023,2021-08-12 16:45:00,JN3,IGNACE,ONTARIO,IGNACE,CENTRAL,49.4,91.63333333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,102043,AEROPLANE,172M,CESSNA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,KE6,THUNDER BAY,KE6,THUNDER BAY
155020,2021-08-18 11:56:00,YZH,Slave Lake,ALBERTA,Slave Lake,WESTERN,56.21666667,114.58333333,SLUNG LOAD RELEASED (xii),INCIDENT REPORTABLE,CANADA,No,NONE,0,1,130539,HELICOPTER,206B,BELL HELICOPTER,DELTA HELICOPTERS,COMMERCIAL,APPLICATION,YZH,Slave Lake,YZH,Slave Lake
155019,2021-08-18 21:56:00,YVO,VAL-D'OR,QUEBEC,VAL-D'OR,QUEBEC,48.05333333,77.78277778,ENGINE (i),INCIDENT REPORTABLE,CANADA,Yes,NONE,0,65,123057,AEROPLANE,737-200,BOEING,LES INVESTISSEMENTS NOLINOR INC,COMMERCIAL,AIR TRANSPORT,YMX,MONTRÉAL INTL (MIRABEL),YVO,VAL-D'OR
155016,2021-08-15 11:00:00,ZEM,EASTMAIN RIVER,QUEBEC,EASTMAIN RIVER,QUEBEC,52.23333333,78.51666667,SLUNG LOAD RELEASED (xii),INCIDENT REPORTABLE,CANADA,No,NONE,0,9,36459,HELICOPTER,AS 350 B2,AEROSPATIALE,CANADIAN HELICOPTERS LIMITED,COMMERCIAL,AIR TRANSPORT,ZEM,EASTMAIN RIVER,ZEM,EASTMAIN RIVER
155015,2021-08-17 01:19:00,KE6,THUNDER BAY,ONTARIO,THUNDER BAY,CENTRAL,48.37194444,89.32166667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,132205,AEROPLANE,COMMANDER 690B,ROCKWELL INTERNATIONAL,Mag Aerospace Canada Corp.,COMMERCIAL,FIRE FIGHTING / FIRE MANAGEMENT,YHD,DRYDEN REGIONAL,KE6,THUNDER BAY
155013,2021-08-15 18:00:00,NV4,HAWKESBURY,ONTARIO,HAWKESBURY,QUEBEC,45.61666667,74.65,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,132389,GLIDER,18S,Lange,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,NV4,HAWKESBURY,NV4,HAWKESBURY
155012,2021-08-16 15:53:00,YHU,St-Hubert,QUEBEC,Montreal,QUEBEC,45.51805556,73.41694444,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,87550,AEROPLANE,PA-23-250,PIPER,CARGAIR,COMMERCIAL,TRAINING,YHU,St-Hubert,YHU,St-Hubert
155010,2021-08-11 18:30:00,YXS,PRINCE GEORGE,BRITISH COLUMBIA,PRINCE GEORGE,PACIFIC,53.56666667,123.51666667,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,2,132314,AEROPLANE,695B,AERO COMMANDER,AIR SPRAY (1967),COMMERCIAL,FIRE FIGHTING / FIRE MANAGEMENT,YXS,PRINCE GEORGE,YXS,PRINCE GEORGE
155005,2021-08-13 13:47:00,NV6,LAKE ST JOHN,ONTARIO,ORILLIA,ONTARIO,44.68333333,79.31666667,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,SUBSTANTIAL,0,2,132385,AEROPLANE,R-80,BUSHCADDY,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,NV6,LAKE ST JOHN,NV6,LAKE ST JOHN
155004,2021-08-14 20:30:00,SK5,Paquet,QUEBEC,St-Raymond,QUEBEC,46.895,71.78583333,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,132384,GLIDER,LAK-17A,SPORTINE AVIACIJA,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,SK5,Paquet,SK5,Paquet
155003,2021-08-15 12:30:00,SU3,St-Hyacinthe,QUEBEC,St-Hyacinthe,QUEBEC,45.60666667,73.015,PILOT ERROR / WEATHER / MECHANICAL,ACCIDENT,CANADA,Yes,DESTROYED,1,0,62984,ADVANCED ULTRALIGHT,NORDIC II,NORMAN,PERSONAL CARRIER / NON-ORGANIZATION,PRIVATE,PLEASURE/TRAVEL,SU3,St-Hyacinthe,SU3,St-Hyacinthe
155000,2021-08-05 19:21:00,YRQ,TROIS-RIVIÈRES,QUEBEC,TROIS-RIVIÈRES,QUEBEC,46.35166667,72.68055556,RUNWAY EXCURSION (v),INCIDENT REPORTABLE,CANADA,Yes,MINOR,0,1,132379,AEROPLANE,P206,CESSNA,PARACHUTISME ADRÉNALINE INC,COMMERCIAL,PARACHUTE JUMP,YRQ,TROIS-RIVIÈRES,YRQ,TROIS-RIVIÈRES
154996,2021-08-09 02:45:00,YVO,VAL-D'OR,QUEBEC,VAL-D'OR,QUEBEC,48.05333333,77.78277778,EMERGENCY/PRIORITY (xi),INCIDENT REPORTABLE,CANADA,No,NONE,0,4,90935,AEROPLANE,CL-600-2B16,BOMBARDIER,Gouvernement du Quebec - Service Aerien Gouvernemental,STATE,AIR AMBULANCE/ EMERGENCY MEDICAL,YVO,VAL-D'OR,YQB,Jean Lesage Intl
